Dist,Incumbent_x,PVI,Clinton %,Trump %,Obama %,Romney %,split_x,state,num,District,2017 CPVI,Incumbent_y,Last result,Cook,IE,Sabato,Politico,Daily Kos,RCP,Niskanen,Safe R,Likely R,Lean R,Tilt R,Tossup,Safe D,Likely D,Lean D,Tilt D,Consensus,Max,Confidence,split_y
AL-01,Bradley Byrne (R),R+15,33.8,63.0,37.3,61.7,"['AL', '01']",AL,1,,,,,,,,,,,,,,,,,,,,,,,,
AL-02,Martha Roby (R),R+16,32.8,64.5,36.4,62.8,"['AL', '02']",AL,2,,,,,,,,,,,,,,,,,,,,,,,,
AL-03,Mike Rogers (R),R+16,31.9,64.8,36.7,62.2,"['AL', '03']",AL,3,,,,,,,,,,,,,,,,,,,,,,,,
AL-04,Robert Aderholt (R),R+30,17.3,79.8,23.9,74.7,"['AL', '04']",AL,4,,,,,,,,,,,,,,,,,,,,,,,,
AL-05,Mo Brooks (R),R+18,30.9,63.7,34.8,63.7,"['AL', '05']",AL,5,,,,,,,,,,,,,,,,,,,,,,,,
AL-06,Gary Palmer (R),R+26,25.8,69.6,24.6,74.3,"['AL', '06']",AL,6,,,,,,,,,,,,,,,,,,,,,,,,
AL-07,Terri Sewell (D),D+20,69.5,28.3,72.5,27.0,"['AL', '07']",AL,7,,,,,,,,,,,,,,,,,,,,,,,,
AK-AL,Don Young (R),R+9,36.6,51.3,40.8,54.8,"['AK', 'AL']",AK,0,Alaska at-large,R+9,Don Young  (R),53.1% R,Lean R,Likely R,Likely R,Likely R,Likely R,Likely R,Lean R,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Likely R,5.0,0.7142857142857143,"['Alaska', 'at-large']"
AZ-01,Tom O'Halleran (D),R+2,46.0,47.0,47.9,50.4,"['AZ', '01']",AZ,1,Arizona 1,R+2,Tom O'Halleran  (D),53.8% D,Lean D,Likely D,Likely D,Lean D,Lean D,Lean D,Safe D,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,Lean D,4.0,0.5714285714285714,"['Arizona', '1']"
AZ-02,Ann Kirkpatrick (D),R+1,48.7,43.9,48.4,49.9,"['AZ', '02']",AZ,2,Arizona 2,R+1,Ann Kirkpatrick  (D),54.7% D,Safe D,Safe D,Likely D,Likely D,Safe D,Lean D,Safe D,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,Safe D,4.0,0.5714285714285714,"['Arizona', '2']"
AZ-03,Raul Grijalva (D),D+13,61.6,32.1,61.4,36.9,"['AZ', '03']",AZ,3,,,,,,,,,,,,,,,,,,,,,,,,
AZ-04,Paul Gosar (R),R+21,27.0,66.4,31.0,67.2,"['AZ', '04']",AZ,4,,,,,,,,,,,,,,,,,,,,,,,,
AZ-05,Andy Biggs (R),R+15,35.5,56.1,34.6,63.8,"['AZ', '05']",AZ,5,,,,,,,,,,,,,,,,,,,,,,,,
AZ-06,David Schweikert (R),R+9,41.7,51.6,38.8,59.5,"['AZ', '06']",AZ,6,Arizona 6,R+9,David Schweikert  (R),55.2% R,Tossup,Lean R,Lean R,Lean R,Lean R,Lean R,Tossup,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,Lean R,5.0,0.7142857142857143,"['Arizona', '6']"
AZ-07,Ruben Gallego (D),D+23,70.6,22.3,71.7,26.5,"['AZ', '07']",AZ,7,,,,,,,,,,,,,,,,,,,,,,,,
AZ-08,Debbie Lesko (R),R+13,36.4,57.1,36.9,61.7,"['AZ', '08']",AZ,8,Arizona 8,R+13,Debbie Lesko  (R),55.5% R,Safe R,Safe R,Safe R,Likely R,Safe R,Safe R,Safe R,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Safe R,6.0,0.8571428571428571,"['Arizona', '8']"
AZ-09,Greg Stanton (D),D+4,53.5,37.6,51.1,46.6,"['AZ', '09']",AZ,9,,,,,,,,,,,,,,,,,,,,,,,,
AR-01,Rick Crawford (R),R+17,30.2,65.0,36.3,61.0,"['AR', '01']",AR,1,,,,,,,,,,,,,,,,,,,,,,,,
AR-02,French Hill (R),R+7,41.7,52.4,42.9,54.8,"['AR', '02']",AR,2,Arkansas 2,R+7,French Hill  (R),52.1% R,Likely R,Likely R,Lean R,Likely R,Likely R,Likely R,Lean R,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Likely R,5.0,0.7142857142857143,"['Arkansas', '2']"
AR-03,Steve Womack (R),R+19,30.5,61.9,31.6,65.5,"['AR', '03']",AR,3,,,,,,,,,,,,,,,,,,,,,,,,
AR-04,Bruce Westerman (R),R+17,31.3,64.2,35.9,61.8,"['AR', '04']",AR,4,,,,,,,,,,,,,,,,,,,,,,,,
CA-01,Doug LaMalfa (R),R+11,36.0,55.4,40.1,56.4,"['CA', '01']",CA,1,California 1,R+11,Doug LaMalfa  (R),54.9% R,Safe R,Safe R,Safe R,Likely R,Safe R,Likely R,Safe R,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Safe R,5.0,0.7142857142857143,"['California', '1']"
CA-02,Jared Huffman (D),D+22,68.3,23.1,68.9,26.9,"['CA', '02']",CA,2,,,,,,,,,,,,,,,,,,,,,,,,
CA-03,John Garamendi (D),D+5,52.6,40.1,54.3,43.1,"['CA', '03']",CA,3,California 3,D+5,John Garamendi  (D),58.1% D,Safe D,Safe D,Safe D,Likely D,Safe D,Likely D,Safe D,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,Safe D,5.0,0.7142857142857143,"['California', '3']"
CA-04,Tom McClintock (R),R+10,38.5,53.0,39.5,57.8,"['CA', '04']",CA,4,California 4,R+10,Tom McClintock  (R),54.1% R,Likely R,Safe R,Safe R,Likely R,Safe R,Safe R,Likely R,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Safe R,4.0,0.5714285714285714,"['California', '4']"
CA-05,Mike Thompson (D),D+21,68.8,24.2,69.7,27.4,"['CA', '05']",CA,5,,,,,,,,,,,,,,,,,,,,,,,,
CA-06,Doris Matsui (D),D+21,68.0,24.0,69.1,28.3,"['CA', '06']",CA,6,,,,,,,,,,,,,,,,,,,,,,,,
CA-07,Ami Bera (D),D+3,51.4,40.1,50.8,46.8,"['CA', '07']",CA,7,California 7,D+3,Ami Bera  (D),55.1% D,Safe D,Safe D,Safe D,Likely D,Safe D,Likely D,Safe D,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,Safe D,5.0,0.7142857142857143,"['California', '7']"
CA-08,Paul Cook (R),R+9,39.6,54.7,41.7,55.6,"['CA', '08']",CA,8,,,,,,,,,,,,,,,,,,,,,,,,
CA-09,Jerry McNerney (D),D+8,55.3,37.2,57.8,40.1,"['CA', '09']",CA,9,California 9,D+8,Jerry McNerney  (D),56.5% D,Safe D,Safe D,Safe D,Likely D,Safe D,Safe D,Safe D,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,Safe D,6.0,0.8571428571428571,"['California', '9']"
CA-10,Josh Harder (D),EVEN,47.9,44.9,50.5,46.9,"['CA', '10']",CA,10,California 10,EVEN,Josh Harder  (D),52.3% D,Likely D,Safe D,Safe D,Likely D,Likely D,Lean D,Safe D,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,Likely D,3.0,0.42857142857142855,"['California', '10']"
CA-11,Mark DeSaulnier (D),D+21,69.7,22.1,67.6,30.0,"['CA', '11']",CA,11,,,,,,,,,,,,,,,,,,,,,,,,
CA-12,Nancy Pelosi (D),D+37,85.2,8.6,84.1,12.5,"['CA', '12']",CA,12,,,,,,,,,,,,,,,,,,,,,,,,
CA-13,Barbara Lee (D),D+40,86.0,6.7,87.5,9.0,"['CA', '13']",CA,13,,,,,,,,,,,,,,,,,,,,,,,,
CA-14,Jackie Speier (D),D+27,76.8,18.2,74.2,23.6,"['CA', '14']",CA,14,,,,,,,,,,,,,,,,,,,,,,,,
CA-15,Eric Swalwell (D),D+20,68.6,23.7,68.0,29.8,"['CA', '15']",CA,15,,,,,,,,,,,,,,,,,,,,,,,,
CA-16,Jim Costa (D),D+9,57.2,35.9,58.5,39.3,"['CA', '16']",CA,16,California 16,D+9,Jim Costa  (D),57.5% D,Safe D,Safe D,Safe D,Likely D,Safe D,Safe D,Safe D,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,Safe D,6.0,0.8571428571428571,"['California', '16']"
CA-17,Ro Khanna (D),D+25,73.6,20.4,71.9,25.5,"['CA', '17']",CA,17,,,,,,,,,,,,,,,,,,,,,,,,
CA-18,Anna Eshoo (D),D+23,73.4,20.2,68.2,28.9,"['CA', '18']",CA,18,,,,,,,,,,,,,,,,,,,,,,,,
CA-19,Zoe Lofgren (D),D+24,72.9,21.5,71.2,26.5,"['CA', '19']",CA,19,,,,,,,,,,,,,,,,,,,,,,,,
CA-20,Jimmy Panetta (D),D+23,69.9,23.1,70.8,26.2,"['CA', '20']",CA,20,,,,,,,,,,,,,,,,,,,,,,,,
CA-21,T.J. Cox (D),D+5,54.7,39.3,54.6,43.5,"['CA', '21']",CA,21,California 21,D+5,TJ Cox  (D),50.4% D,Tossup,Tilt D,Lean D,Tossup,Lean D,Tossup,Likely D,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,Tossup,3.0,0.42857142857142855,"['California', '21']"
CA-22,Devin Nunes (R),R+8,41.9,51.3,41.6,56.6,"['CA', '22']",CA,22,California 22,R+8,Devin Nunes  (R),52.7% R,Likely R,Safe R,Safe R,Likely R,Safe R,Likely R,Likely R,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Likely R,4.0,0.5714285714285714,"['California', '22']"
CA-23,Kevin McCarthy (R),R+14,35.8,57.7,36.1,61.5,"['CA', '23']",CA,23,,,,,,,,,,,,,,,,,,,,,,,,
CA-24,Salud Carbajal (D),D+7,55.9,36.0,53.9,43.0,"['CA', '24']",CA,24,California 24,D+7,Salud Carbajal  (D),58.6% D,Safe D,Safe D,Safe D,Likely D,Safe D,Safe D,Safe D,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,Safe D,6.0,0.8571428571428571,"['California', '24']"
CA-25,Katie Hill (D),EVEN,50.1,43.4,47.9,49.7,"['CA', '25']",CA,25,California 25,EVEN,Mike Garcia  (R),54.9% R,Tossup,Tilt D  (flip),Tossup,Tossup,Tossup,Tossup,Likely D  (flip),0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,Tossup,5.0,0.7142857142857143,"['California', '25']"
CA-26,Julia Brownley (D),D+7,56.6,35.2,54.0,43.7,"['CA', '26']",CA,26,,,,,,,,,,,,,,,,,,,,,,,,
CA-27,Judy Chu (D),D+16,66.0,28.4,62.6,35.0,"['CA', '27']",CA,27,,,,,,,,,,,,,,,,,,,,,,,,
CA-28,Adam Schiff (D),D+23,72.1,22.3,70.3,26.5,"['CA', '28']",CA,28,,,,,,,,,,,,,,,,,,,,,,,,
CA-29,Tony Cardenas (D),D+29,77.7,16.8,77.0,20.5,"['CA', '29']",CA,29,,,,,,,,,,,,,,,,,,,,,,,,
CA-30,Brad Sherman (D),D+18,69.1,25.7,65.3,32.1,"['CA', '30']",CA,30,,,,,,,,,,,,,,,,,,,,,,,,
CA-31,Pete Aguilar (D),D+8,57.7,36.6,57.2,40.6,"['CA', '31']",CA,31,California 31,D+8,Pete Aguilar  (D),58.7% D,Safe D,Safe D,Safe D,Likely D,Safe D,Safe D,Safe D,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,Safe D,6.0,0.8571428571428571,"['California', '31']"
CA-32,Grace Napolitano (D),D+17,66.6,27.7,65.2,32.5,"['CA', '32']",CA,32,,,,,,,,,,,,,,,,,,,,,,,,
CA-33,Ted Lieu (D),D+16,67.8,26.5,60.6,36.8,"['CA', '33']",CA,33,,,,,,,,,,,,,,,,,,,,,,,,
CA-34,Jimmy Gomez (D),D+35,83.6,10.7,83.0,14.1,"['CA', '34']",CA,34,,,,,,,,,,,,,,,,,,,,,,,,
CA-35,Norma Torres (D),D+19,67.7,26.9,67.4,30.6,"['CA', '35']",CA,35,,,,,,,,,,,,,,,,,,,,,,,,
CA-36,Raul Ruiz (D),D+2,52.2,43.4,50.7,47.5,"['CA', '36']",CA,36,California 36,D+2,Raul Ruiz  (D),59.0% D,Safe D,Safe D,Safe D,Likely D,Safe D,Safe D,Safe D,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,Safe D,6.0,0.8571428571428571,"['California', '36']"
CA-37,Karen Bass (D),D+37,85.7,9.6,84.9,12.7,"['CA', '37']",CA,37,,,,,,,,,,,,,,,,,,,,,,,,
CA-38,Linda Sanchez (D),D+17,67.0,27.4,64.9,33.0,"['CA', '38']",CA,38,,,,,,,,,,,,,,,,,,,,,,,,
CA-39,Gil Cisneros (D),EVEN,51.1,42.6,47.1,50.8,"['CA', '39']",CA,39,California 39,EVEN,Gil Cisneros  (D),51.6% D,Likely D,Likely D,Lean D,Tossup,Lean D,Tossup,Safe D,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,Lean D,2.0,0.2857142857142857,"['California', '39']"
CA-40,Lucille Roybal-Allard (D),D+33,82.2,12.8,81.5,16.5,"['CA', '40']",CA,40,,,,,,,,,,,,,,,,,,,,,,,,
CA-41,Mark Takano (D),D+12,61.0,33.1,61.5,36.3,"['CA', '41']",CA,41,,,,,,,,,,,,,,,,,,,,,,,,
CA-42,Ken Calvert (R),R+9,41.4,53.4,41.4,56.5,"['CA', '42']",CA,42,California 42,R+9,Ken Calvert  (R),56.5% R,Safe R,Safe R,Safe R,Likely R,Safe R,Likely R,Safe R,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Safe R,5.0,0.7142857142857143,"['California', '42']"
CA-43,Maxine Waters (D),D+29,78.4,16.7,78.0,20.0,"['CA', '43']",CA,43,,,,,,,,,,,,,,,,,,,,,,,,
CA-44,Nanette Barragan (D),D+35,83.0,12.3,84.7,13.6,"['CA', '44']",CA,44,,,,,,,,,,,,,,,,,,,,,,,,
CA-45,Katie Porter (D),R+3,49.4,44.0,43.0,54.8,"['CA', '45']",CA,45,California 45,R+3,Katie Porter  (D),52.1% D,Safe D,Safe D,Safe D,Likely D,Likely D,Lean D,Safe D,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,Safe D,4.0,0.5714285714285714,"['California', '45']"
CA-46,Lou Correa (D),D+15,65.6,27.6,61.4,36.2,"['CA', '46']",CA,46,,,,,,,,,,,,,,,,,,,,,,,,
CA-47,Alan Lowenthal (D),D+13,62.4,30.9,60.0,37.5,"['CA', '47']",CA,47,,,,,,,,,,,,,,,,,,,,,,,,
CA-48,Harley Rouda (D),R+4,47.5,45.8,43.0,54.7,"['CA', '48']",CA,48,California 48,R+4,Harley Rouda  (D),53.6% D,Lean D,Lean D,Lean D,Tossup,Lean D,Lean D,Likely D,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,Lean D,5.0,0.7142857142857143,"['California', '48']"
CA-49,Mike Levin (D),R+1,50.5,43.1,45.7,52.3,"['CA', '49']",CA,49,California 49,R+1,Mike Levin  (D),56.4% D,Safe D,Safe D,Safe D,Likely D,Safe D,Safe D,Safe D,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,Safe D,6.0,0.8571428571428571,"['California', '49']"
CA-50,Duncan Hunter (R),R+11,39.6,54.6,37.6,60.4,"['CA', '50']",CA,50,California 50,R+11,Vacant,51.7% R,Safe R,Likely R,Safe R,Lean R,Safe R,Likely R,Safe R,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Safe R,4.0,0.5714285714285714,"['California', '50']"
CA-51,Juan Vargas (D),D+22,71.7,22.7,69.4,28.9,"['CA', '51']",CA,51,,,,,,,,,,,,,,,,,,,,,,,,
CA-52,Scott Peters (D),D+6,58.1,35.6,52.1,45.7,"['CA', '52']",CA,52,,,,,,,,,,,,,,,,,,,,,,,,
CA-53,Susan Davis (D),D+14,64.5,29.6,61.4,36.4,"['CA', '53']",CA,53,,,,,,,,,,,,,,,,,,,,,,,,
CO-01,Diana DeGette (D),D+21,69.1,23.3,69.0,28.9,"['CO', '01']",CO,1,,,,,,,,,,,,,,,,,,,,,,,,
CO-02,Joe Neguse (D),D+9,56.3,35.0,58.0,39.5,"['CO', '02']",CO,2,,,,,,,,,,,,,,,,,,,,,,,,
CO-03,Scott Tipton (R),R+6,40.0,52.0,45.8,51.8,"['CO', '03']",CO,3,Colorado 3,R+6,Scott Tipton  (R)  (Lost Primary),51.5% R,Likely R,Likely R,Lean R,Likely R,Lean R,Safe R,Safe R,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Likely R,3.0,0.42857142857142855,"['Colorado', '3']"
CO-04,Ken Buck (R),R+13,34.3,57.4,39.3,58.6,"['CO', '04']",CO,4,,,,,,,,,,,,,,,,,,,,,,,,
CO-05,Doug Lamborn (R),R+14,33.2,57.2,38.3,59.1,"['CO', '05']",CO,5,,,,,,,,,,,,,,,,,,,,,,,,
CO-06,Jason Crow (D),D+2,50.2,41.3,51.8,46.7,"['CO', '06']",CO,6,Colorado 6,D+2,Jason Crow  (D),54.1% D,Safe D,Safe D,Safe D,Likely D,Safe D,Likely D,Safe D,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,Safe D,5.0,0.7142857142857143,"['Colorado', '6']"
CO-07,Ed Perlmutter (D),D+6,51.8,39.7,56.4,41.5,"['CO', '07']",CO,7,,,,,,,,,,,,,,,,,,,,,,,,
CT-01,John Larson (D),D+12,59.3,36.3,63.3,35.6,"['CT', '01']",CT,1,,,,,,,,,,,,,,,,,,,,,,,,
CT-02,Joe Courtney (D),D+3,48.6,45.7,55.9,42.6,"['CT', '02']",CT,2,Connecticut 2,D+3,Joe Courtney  (D),62.2% D,Safe D,Safe D,Safe D,Likely D,Safe D,Safe D,Safe D,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,Safe D,6.0,0.8571428571428571,"['Connecticut', '2']"
CT-03,Rosa DeLauro (D),D+9,55.8,40.3,62.6,36.3,"['CT', '03']",CT,3,,,,,,,,,,,,,,,,,,,,,,,,
CT-04,Jim Himes (D),D+7,59.5,36.5,55.1,44.0,"['CT', '04']",CT,4,,,,,,,,,,,,,,,,,,,,,,,,
CT-05,Jahana Hayes (D),D+2,49.9,45.8,53.5,45.3,"['CT', '05']",CT,5,Connecticut 5,D+2,Jahana Hayes  (D),55.9% D,Safe D,Safe D,Safe D,Lean D,Safe D,Likely D,Safe D,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,Safe D,5.0,0.7142857142857143,"['Connecticut', '5']"
DE-AL,Lisa Blunt Rochester (D),D+6,53.2,41.8,58.6,40.0,"['DE', 'AL']",DE,0,,,,,,,,,,,,,,,,,,,,,,,,
FL-01,Matt Gaetz (R),R+22,28.2,67.5,,,"['FL', '01']",FL,1,,,,,,,,,,,,,,,,,,,,,,,,
FL-02,Neal Dunn (R),R+18,30.6,66.2,,,"['FL', '02']",FL,2,,,,,,,,,,,,,,,,,,,,,,,,
FL-03,Ted Yoho (R),R+9,40.2,56.2,,,"['FL', '03']",FL,3,,,,,,,,,,,,,,,,,,,,,,,,
FL-04,John Rutherford (R),R+17,34.1,62.1,,,"['FL', '04']",FL,4,,,,,,,,,,,,,,,,,,,,,,,,
FL-05,Al Lawson (D),D+12,61.3,35.9,,,"['FL', '05']",FL,5,,,,,,,,,,,,,,,,,,,,,,,,
FL-06,Michael Waltz (R),R+7,39.9,56.9,,,"['FL', '06']",FL,6,Florida 6,R+7,Michael Waltz  (R),56.3% R,Safe R,Safe R,Safe R,Likely R,Safe R,Safe R,Safe R,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Safe R,6.0,0.8571428571428571,"['Florida', '6']"
FL-07,Stephanie Murphy (D),EVEN,51.4,44.1,,,"['FL', '07']",FL,7,Florida 7,EVEN,Stephanie Murphy  (D),57.7% D,Safe D,Safe D,Safe D,Likely D,Safe D,Likely D,Safe D,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,Safe D,5.0,0.7142857142857143,"['Florida', '7']"
FL-08,Bill Posey (R),R+11,37.7,58.4,,,"['FL', '08']",FL,8,,,,,,,,,,,,,,,,,,,,,,,,
FL-09,Darren Soto (D),D+5,54.8,41.9,,,"['FL', '09']",FL,9,Florida 9,D+5,Darren Soto  (D),58.0% D,Safe D,Safe D,Safe D,Likely D,Safe D,Safe D,Safe D,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,Safe D,6.0,0.8571428571428571,"['Florida', '9']"
FL-10,Val Demings (D),D+11,61.8,34.9,,,"['FL', '10']",FL,10,,,,,,,,,,,,,,,,,,,,,,,,
FL-11,Dan Webster (R),R+15,32.5,64.8,,,"['FL', '11']",FL,11,,,,,,,,,,,,,,,,,,,,,,,,
FL-12,Gus Bilirakis (R),R+8,38.8,57.4,,,"['FL', '12']",FL,12,,,,,,,,,,,,,,,,,,,,,,,,
FL-13,Charlie Crist (D),D+2,49.6,46.4,,,"['FL', '13']",FL,13,Florida 13,D+2,Charlie Crist  (D),57.6% D,Safe D,Safe D,Likely D,Lean D,Likely D,Likely D,Safe D,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,Likely D,3.0,0.42857142857142855,"['Florida', '13']"
FL-14,Kathy Castor (D),D+7,57.2,39.0,,,"['FL', '14']",FL,14,,,,,,,,,,,,,,,,,,,,,,,,
FL-15,Ross Spano (R),R+6,43.1,53.1,,,"['FL', '15']",FL,15,Florida 15,R+6,Ross Spano  (R)  (Lost Primary),53.0% R,Lean R,Lean R,Lean R,Lean R,Likely R,Lean R,Lean R,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Lean R,6.0,0.8571428571428571,"['Florida', '15']"
FL-16,Vern Buchanan (R),R+7,43.0,53.7,,,"['FL', '16']",FL,16,Florida 16,R+7,Vern Buchanan  (R),54.6% R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Likely R,7.0,1.0,"['Florida', '16']"
FL-17,Greg Steube (R),R+13,35.0,62.2,,,"['FL', '17']",FL,17,,,,,,,,,,,,,,,,,,,,,,,,
FL-18,Brian Mast (R),R+5,44.1,53.3,,,"['FL', '18']",FL,18,Florida 18,R+5,Brian Mast  (R),54.3% R,Likely R,Safe R,Safe R,Likely R,Safe R,Safe R,Tossup,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Safe R,4.0,0.5714285714285714,"['Florida', '18']"
FL-19,Francis Rooney (R),R+13,37.5,59.6,,,"['FL', '19']",FL,19,,,,,,,,,,,,,,,,,,,,,,,,
FL-20,Alcee Hastings (D),D+31,80.2,18.1,,,"['FL', '20']",FL,20,,,,,,,,,,,,,,,,,,,,,,,,
FL-21,Lois Frankel (D),D+9,58.6,39.1,,,"['FL', '21']",FL,21,,,,,,,,,,,,,,,,,,,,,,,,
FL-22,Ted Deutch (D),D+6,56.8,41.0,,,"['FL', '22']",FL,22,,,,,,,,,,,,,,,,,,,,,,,,
FL-23,Debbie Wasserman Schultz (D),D+11,61.9,35.8,,,"['FL', '23']",FL,23,,,,,,,,,,,,,,,,,,,,,,,,
FL-24,Frederica Wilson (D),D+34,82.7,15.5,,,"['FL', '24']",FL,24,,,,,,,,,,,,,,,,,,,,,,,,
FL-25,Mario Diaz-Balart (R),R+4,47.9,49.7,,,"['FL', '25']",FL,25,Florida 25,R+4,Mario Díaz-Balart  (R),60.5% R,Safe R,Safe R,Safe R,Likely R,Safe R,Likely R,Safe R,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Safe R,5.0,0.7142857142857143,"['Florida', '25']"
FL-26,Debbie Mucarsel-Powell (D),D+6,56.8,40.5,,,"['FL', '26']",FL,26,Florida 26,D+6,Debbie Mucarsel-Powell  (D),50.9% D,Tossup,Tilt D,Lean D,Lean D,Tossup,Likely D,Safe D,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,Lean D,2.0,0.2857142857142857,"['Florida', '26']"
FL-27,Donna Shalala (D),D+5,58.6,38.9,,,"['FL', '27']",FL,27,Florida 27,D+5,Donna Shalala  (D),51.8% D,Likely D,Safe D,Likely D,Likely D,Lean D,Safe D,Safe D,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,Likely D,3.0,0.42857142857142855,"['Florida', '27']"
GA-01,Buddy Carter (R),R+9,40.9,56.4,43.0,55.9,"['GA', '01']",GA,1,,,,,,,,,,,,,,,,,,,,,,,,
GA-02,Sanford Bishop (D),D+6,55.0,43.3,58.6,40.8,"['GA', '02']",GA,2,Georgia 2,D+6,Sanford Bishop  (D),59.6% D,Safe D,Safe D,Safe D,Likely D,Safe D,Safe D,Safe D,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,Safe D,6.0,0.8571428571428571,"['Georgia', '2']"
GA-03,Drew Ferguson (R),R+18,32.8,64.3,33.0,65.9,"['GA', '03']",GA,3,,,,,,,,,,,,,,,,,,,,,,,,
GA-04,Hank Johnson (D),D+24,75.3,22.2,73.6,25.6,"['GA', '04']",GA,4,,,,,,,,,,,,,,,,,,,,,,,,
GA-05,John Lewis (D),D+34,85.0,11.9,83.1,15.8,"['GA', '05']",GA,5,,,,,,,,,,,,,,,,,,,,,,,,
GA-06,Lucy McBath (D),R+8,46.8,48.3,37.4,60.9,"['GA', '06']",GA,6,Georgia 6,R+8,Lucy McBath  (D),50.5% D,Lean D,Tilt D,Lean D,Tossup,Lean D,Tossup,Likely D,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,Lean D,3.0,0.42857142857142855,"['Georgia', '6']"
GA-07,Rob Woodall (R),R+9,44.8,51.1,38.4,60.2,"['GA', '07']",GA,7,Georgia 7,R+9,Rob Woodall  (R)  (Retiring),50.1% R,Lean D  (flip),Tilt D  (flip),Tossup,Tossup,Tossup,Tossup,Lean D  (flip),0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,Tossup,4.0,0.5714285714285714,"['Georgia', '7']"
GA-08,Austin Scott (R),R+15,34.4,63.3,37.5,61.6,"['GA', '08']",GA,8,,,,,,,,,,,,,,,,,,,,,,,,
GA-09,Doug Collins (R),R+31,19.3,77.8,20.5,78.2,"['GA', '09']",GA,9,,,,,,,,,,,,,,,,,,,,,,,,
GA-10,Jody Hice (R),R+15,35.8,61.3,36.3,62.5,"['GA', '10']",GA,10,,,,,,,,,,,,,,,,,,,,,,,,
GA-11,Barry Loudermilk (R),R+17,35.3,60.3,31.5,66.9,"['GA', '11']",GA,11,,,,,,,,,,,,,,,,,,,,,,,,
GA-12,Rick Allen (R),R+9,40.7,56.9,43.7,55.4,"['GA', '12']",GA,12,,,,,,,,,,,,,,,,,,,,,,,,
GA-13,David Scott (D),D+20,71.0,26.6,69.3,30.0,"['GA', '13']",GA,13,,,,,,,,,,,,,,,,,,,,,,,,
GA-14,Tom Graves (R),R+27,22.1,75.0,25.3,73.2,"['GA', '14']",GA,14,,,,,,,,,,,,,,,,,,,,,,,,
HI-01,Ed Case (D),D+17,63.1,30.5,69.7,29.0,"['HI', '01']",HI,1,,,,,,,,,,,,,,,,,,,,,,,,
HI-02,Tulsi Gabbard (D),D+19,61.4,29.6,71.4,26.7,"['HI', '02']",HI,2,,,,,,,,,,,,,,,,,,,,,,,,
ID-01,Russ Fulcher (R),R+21,25.4,63.7,32.2,64.9,"['ID', '01']",ID,1,,,,,,,,,,,,,,,,,,,,,,,,
